GFX File: Graphics\Alice.gfx
Sub-sprite Count: 174

Sprite #000: x=161, y=97, w=30, h=51
Sprite #102: x=0, y=0, w=307, h=51
Sprite #103: x=33, y=49, w=10, h=11
Sprite #104: x=45, y=61, w=0, h=0
Sprite #105: x=420, y=49, w=33, h=50
Sprite #106: x=10, y=10, w=45, h=61
Sprite #107: x=0, y=0, w=420, h=0
Sprite #108: x=35, y=49, w=1, h=11
Sprite #109: x=45, y=61, w=0, h=0
Sprite #110: x=552, y=49, w=35, h=47
Sprite #111: x=1, y=13, w=45, h=61
Sprite #112: x=0, y=0, w=455, h=0
Sprite #113: x=35, y=49, w=1, h=11
Sprite #114: x=45, y=61, w=0, h=0
Sprite #115: x=587, y=49, w=35, h=47
Sprite #116: x=1, y=13, w=45, h=61
Sprite #117: x=0, y=0, w=340, h=51
Sprite #118: x=33, y=49, w=2, h=11
Sprite #119: x=45, y=61, w=0, h=0
Sprite #120: x=98, y=50, w=32, h=51
Sprite #121: x=2, y=10, w=45, h=61
Sprite #122: x=0, y=0, w=373, h=51
Sprite #123: x=33, y=49, w=2, h=11
Sprite #124: x=45, y=61, w=0, h=0
Sprite #125: x=453, y=49, w=33, h=50
Sprite #126: x=2, y=10, w=45, h=61
Sprite #127: x=0, y=0, w=306, h=149
Sprite #128: x=28, y=51, w=9, h=9
Sprite #129: x=45, y=61, w=0, h=0
Sprite #130: x=119, y=197, w=27, h=51
Sprite #131: x=9, y=9, w=45, h=61
Sprite #132: x=0, y=0, w=91, h=150
Sprite #133: x=28, y=50, w=9, h=10
Sprite #134: x=45, y=61, w=0, h=0
Sprite #135: x=146, y=198, w=27, h=51
Sprite #136: x=9, y=9, w=45, h=61
Sprite #137: x=0, y=0, w=521, h=190
Sprite #138: x=28, y=50, w=9, h=10
Sprite #139: x=45, y=61, w=0, h=0
Sprite #140: x=490, y=0, w=35, h=49
Sprite #141: x=10, y=11, w=45, h=61
Sprite #142: x=0, y=0, w=318, h=0
Sprite #143: x=34, y=51, w=11, h=10
Sprite #144: x=45, y=61, w=0, h=0
Sprite #145: x=525, y=0, w=35, h=49
Sprite #146: x=10, y=11, w=45, h=61
Sprite #147: x=0, y=0, w=72, h=0
Sprite #148: x=35, y=50, w=10, h=10
Sprite #149: x=45, y=61, w=0, h=0
Sprite #150: x=91, y=101, w=30, h=49
Sprite #151: x=9, y=11, w=45, h=61
Sprite #152: x=0, y=0, w=221, h=102
Sprite #153: x=31, y=47, w=8, h=13
Sprite #154: x=45, y=61, w=0, h=0
Sprite #155: x=191, y=102, w=30, h=49
Sprite #156: x=9, y=11, w=45, h=61
Sprite #157: x=0, y=0, w=526, h=143
Sprite #158: x=31, y=47, w=8, h=13
Sprite #159: x=45, y=61, w=0, h=0
Sprite #160: x=560, y=0, w=35, h=49
Sprite #161: x=0, y=11, w=45, h=61
Sprite #162: x=0, y=0, w=352, h=0
Sprite #163: x=34, y=51, w=0, h=10
Sprite #164: x=45, y=61, w=0, h=0
Sprite #165: x=595, y=0, w=35, h=49
Sprite #166: x=0, y=11, w=45, h=61
Sprite #167: x=0, y=0, w=107, h=0
Sprite #168: x=35, y=50, w=0, h=10
Sprite #169: x=45, y=61, w=0, h=0
Sprite #170: x=386, y=0, w=34, h=51
Sprite #171: x=4, y=9, w=45, h=61
Sprite #172: x=0, y=0, w=210, h=51
Sprite #173: x=32, y=51, w=4, h=9
