GFX File: Graphics\Market.gfx
Sub-sprite Count: 199

Sprite #000: x=0, y=0, w=391, h=166
Sprite #116: x=0, y=0, w=20, h=26
Sprite #117: x=0, y=0, w=290, h=351
Sprite #118: x=20, y=26, w=0, h=0
Sprite #119: x=20, y=26, w=0, h=0
Sprite #120: x=484, y=381, w=6, h=11
Sprite #121: x=3, y=5, w=12, h=17
Sprite #122: x=0, y=0, w=386, h=383
Sprite #123: x=4, y=12, w=4, h=4
Sprite #124: x=12, y=17, w=0, h=0
Sprite #125: x=490, y=381, w=6, h=11
Sprite #126: x=3, y=5, w=12, h=17
Sprite #127: x=0, y=0, w=390, h=383
Sprite #128: x=4, y=12, w=4, h=4
Sprite #129: x=12, y=17, w=0, h=0
Sprite #130: x=605, y=377, w=6, h=12
Sprite #131: x=3, y=4, w=12, h=17
Sprite #132: x=0, y=0, w=611, h=377
Sprite #133: x=6, y=12, w=3, h=4
Sprite #134: x=12, y=17, w=0, h=0
Sprite #135: x=617, y=377, w=6, h=12
Sprite #136: x=3, y=4, w=12, h=17
Sprite #137: x=0, y=0, w=565, h=378
Sprite #138: x=6, y=12, w=3, h=4
Sprite #139: x=12, y=17, w=0, h=0
Sprite #140: x=605, y=355, w=20, h=22
Sprite #141: x=0, y=0, w=20, h=22
Sprite #142: x=0, y=0, w=0, h=359
Sprite #143: x=20, y=22, w=0, h=0
Sprite #144: x=20, y=22, w=0, h=0
Sprite #145: x=212, y=383, w=6, h=11
Sprite #146: x=3, y=5, w=12, h=17
Sprite #147: x=0, y=0, w=394, h=383
Sprite #148: x=4, y=12, w=4, h=4
Sprite #149: x=12, y=17, w=0, h=0
Sprite #150: x=218, y=383, w=6, h=11
Sprite #151: x=3, y=5, w=12, h=17
Sprite #152: x=0, y=0, w=398, h=383
Sprite #153: x=4, y=12, w=4, h=4
Sprite #154: x=12, y=17, w=0, h=0
Sprite #155: x=571, y=378, w=6, h=12
Sprite #156: x=3, y=4, w=12, h=17
Sprite #157: x=0, y=0, w=577, h=378
Sprite #158: x=6, y=12, w=3, h=4
Sprite #159: x=12, y=17, w=0, h=0
Sprite #160: x=583, y=378, w=6, h=12
Sprite #161: x=3, y=4, w=12, h=17
Sprite #162: x=0, y=0, w=589, h=378
Sprite #163: x=6, y=12, w=3, h=4
Sprite #164: x=12, y=17, w=0, h=0
Sprite #165: x=111, y=349, w=22, h=24
Sprite #166: x=0, y=0, w=22, h=24
Sprite #167: x=0, y=0, w=133, h=349
Sprite #168: x=22, y=24, w=0, h=0
Sprite #169: x=22, y=24, w=0, h=0
Sprite #170: x=224, y=383, w=6, h=11
Sprite #171: x=3, y=5, w=12, h=17
Sprite #172: x=0, y=0, w=384, h=201
Sprite #173: x=5, y=12, w=3, h=4
Sprite #174: x=12, y=17, w=0, h=0
Sprite #175: x=230, y=383, w=6, h=11
Sprite #176: x=3, y=5, w=12, h=17
Sprite #177: x=0, y=0, w=384, h=213
Sprite #178: x=5, y=12, w=4, h=4
Sprite #179: x=12, y=17, w=0, h=0
Sprite #180: x=595, y=378, w=6, h=12
Sprite #181: x=3, y=4, w=12, h=17
Sprite #182: x=0, y=0, w=522, h=379
Sprite #183: x=6, y=12, w=3, h=4
Sprite #184: x=12, y=17, w=0, h=0
Sprite #185: x=528, y=379, w=6, h=12
Sprite #186: x=3, y=4, w=12, h=17
Sprite #187: x=0, y=0, w=534, h=379
Sprite #188: x=6, y=12, w=3, h=4
Sprite #189: x=12, y=17, w=0, h=0
Sprite #190: x=155, y=349, w=22, h=24
Sprite #191: x=0, y=0, w=22, h=24
Sprite #192: x=0, y=0, w=177, h=349
Sprite #193: x=22, y=24, w=0, h=0
Sprite #194: x=22, y=24, w=0, h=0
Sprite #195: x=303, y=383, w=6, h=11
Sprite #196: x=3, y=5, w=12, h=17
Sprite #197: x=0, y=0, w=384, h=225
Sprite #198: x=5, y=12, w=3, h=4
