GFX File: TileSets\Tiles.gfx
Sub-sprite Count: 320

Sprite #000: x=0, y=0, w=0, h=0
Sprite #257: x=0, y=7, w=416, h=64
Sprite #258: x=32, y=32, w=0, h=0
Sprite #259: x=0, y=0, w=2, h=7
Sprite #260: x=0, y=0, w=0, h=0
Sprite #261: x=0, y=0, w=0, h=0
Sprite #262: x=0, y=7, w=0, h=0
Sprite #263: x=0, y=0, w=0, h=0
Sprite #264: x=0, y=0, w=0, h=7
Sprite #265: x=0, y=0, w=0, h=0
Sprite #266: x=0, y=0, w=0, h=0
Sprite #267: x=0, y=0, w=0, h=0
Sprite #268: x=0, y=0, w=0, h=0
Sprite #269: x=0, y=0, w=0, h=0
Sprite #270: x=0, y=0, w=0, h=0
Sprite #271: x=0, y=0, w=0, h=0
Sprite #272: x=0, y=0, w=448, h=64
Sprite #273: x=32, y=32, w=0, h=0
Sprite #274: x=0, y=0, w=2, h=0
Sprite #275: x=480, y=64, w=32, h=32
Sprite #276: x=0, y=0, w=0, h=0
Sprite #277: x=2, y=0, w=0, h=0
Sprite #278: x=0, y=0, w=0, h=0
Sprite #279: x=0, y=0, w=0, h=0
Sprite #280: x=0, y=0, w=0, h=0
Sprite #281: x=0, y=0, w=0, h=0
Sprite #282: x=0, y=0, w=512, h=64
Sprite #283: x=32, y=32, w=0, h=0
Sprite #284: x=0, y=0, w=2, h=0
Sprite #285: x=544, y=64, w=32, h=32
Sprite #286: x=0, y=0, w=0, h=0
Sprite #287: x=2, y=0, w=576, h=64
Sprite #288: x=32, y=32, w=0, h=0
Sprite #289: x=0, y=0, w=2, h=0
Sprite #290: x=608, y=64, w=32, h=32
Sprite #291: x=0, y=0, w=0, h=0
Sprite #292: x=2, y=0, w=0, h=96
Sprite #293: x=32, y=32, w=0, h=0
Sprite #294: x=0, y=0, w=2, h=0
Sprite #295: x=32, y=96, w=32, h=32
Sprite #296: x=0, y=0, w=0, h=0
Sprite #297: x=2, y=0, w=0, h=0
Sprite #298: x=0, y=0, w=0, h=0
Sprite #299: x=0, y=0, w=0, h=0
Sprite #300: x=0, y=0, w=0, h=0
Sprite #301: x=0, y=0, w=0, h=0
Sprite #302: x=0, y=7, w=64, h=96
Sprite #303: x=32, y=32, w=0, h=0
Sprite #304: x=0, y=0, w=2, h=7
Sprite #305: x=96, y=96, w=32, h=32
Sprite #306: x=0, y=0, w=0, h=0
Sprite #307: x=2, y=0, w=0, h=0
Sprite #308: x=0, y=0, w=0, h=0
Sprite #309: x=0, y=0, w=0, h=0
Sprite #310: x=0, y=0, w=0, h=0
Sprite #311: x=0, y=0, w=0, h=0
Sprite #312: x=0, y=7, w=0, h=0
Sprite #313: x=0, y=0, w=0, h=0
Sprite #314: x=0, y=0, w=0, h=7
Sprite #315: x=0, y=0, w=0, h=0
Sprite #316: x=0, y=0, w=0, h=0
Sprite #317: x=0, y=7, w=0, h=0
Sprite #318: x=0, y=0, w=0, h=0
Sprite #319: x=0, y=0, w=0, h=7
