GFX File: Graphics\System.gfx
Sub-sprite Count: 1186

Sprite #000: x=620, y=106, w=18, h=18
Sprite #192: x=0, y=0, w=583, h=338
Sprite #193: x=7, y=9, w=1, h=3
Sprite #194: x=8, y=12, w=0, h=0
Sprite #195: x=574, y=319, w=8, h=11
Sprite #196: x=1, y=1, w=9, h=12
Sprite #197: x=0, y=0, w=98, h=339
Sprite #198: x=7, y=9, w=1, h=3
Sprite #199: x=8, y=12, w=0, h=0
Sprite #200: x=634, y=298, w=6, h=11
Sprite #201: x=1, y=1, w=7, h=12
Sprite #202: x=0, y=0, w=414, h=320
Sprite #203: x=8, y=11, w=1, h=3
Sprite #204: x=9, y=14, w=0, h=0
Sprite #205: x=632, y=329, w=7, h=11
Sprite #206: x=1, y=1, w=8, h=12
Sprite #207: x=0, y=0, w=375, h=357
Sprite #208: x=3, y=11, w=1, h=1
Sprite #209: x=4, y=12, w=0, h=0
Sprite #210: x=379, y=258, w=5, h=13
Sprite #211: x=1, y=1, w=6, h=14
Sprite #212: x=0, y=0, w=385, h=330
Sprite #213: x=7, y=11, w=1, h=1
Sprite #214: x=8, y=12, w=0, h=0
Sprite #215: x=193, y=357, w=3, h=11
Sprite #216: x=1, y=1, w=4, h=12
Sprite #217: x=0, y=1, w=477, h=278
Sprite #218: x=11, y=9, w=1, h=3
Sprite #219: x=12, y=12, w=0, h=0
Sprite #220: x=138, y=339, w=7, h=9
Sprite #221: x=1, y=3, w=8, h=12
Sprite #222: x=0, y=0, w=566, h=219
Sprite #223: x=8, y=9, w=1, h=3
Sprite #224: x=9, y=12, w=0, h=0
Sprite #225: x=422, y=320, w=8, h=11
Sprite #226: x=1, y=3, w=9, h=14
Sprite #227: x=0, y=0, w=440, h=320
Sprite #228: x=8, y=11, w=1, h=3
Sprite #229: x=9, y=14, w=0, h=0
Sprite #230: x=297, y=350, w=5, h=9
Sprite #231: x=1, y=3, w=6, h=12
Sprite #232: x=0, y=0, w=590, h=339
Sprite #233: x=7, y=9, w=1, h=3
Sprite #234: x=8, y=12, w=0, h=0
Sprite #235: x=183, y=342, w=5, h=11
Sprite #236: x=1, y=1, w=6, h=12
Sprite #237: x=0, y=0, w=105, h=340
Sprite #238: x=7, y=9, w=1, h=3
Sprite #239: x=8, y=12, w=0, h=0
Sprite #240: x=42, y=332, w=8, h=9
Sprite #241: x=1, y=3, w=9, h=12
Sprite #242: x=0, y=0, w=488, h=278
Sprite #243: x=11, y=9, w=1, h=3
Sprite #244: x=12, y=12, w=0, h=0
Sprite #245: x=50, y=332, w=8, h=9
Sprite #246: x=1, y=3, w=9, h=12
Sprite #247: x=0, y=0, w=448, h=320
Sprite #248: x=8, y=11, w=1, h=3
Sprite #249: x=9, y=14, w=0, h=0
Sprite #250: x=126, y=340, w=7, h=9
Sprite #251: x=1, y=3, w=8, h=12
Sprite #252: x=0, y=0, w=42, h=341
Sprite #253: x=5, y=12, w=1, h=0
Sprite #254: x=6, y=12, w=0, h=0
Sprite #255: x=47, y=341, w=5, h=12
Sprite #256: x=1, y=0, w=6, h=12
Sprite #257: x=0, y=0, w=52, h=341
Sprite #258: x=5, y=12, w=1, h=0
Sprite #259: x=6, y=12, w=0, h=0
Sprite #260: x=196, y=358, w=8, h=4
Sprite #261: x=1, y=4, w=9, h=12
Sprite #262: x=0, y=0, w=597, h=67
Sprite #263: x=1, y=1, w=0, h=0
Sprite #264: x=6, y=5, w=0, h=1
Sprite #265: x=270, y=310, w=8, h=12
Sprite #266: x=1, y=1, w=9, h=13
Sprite #267: x=0, y=0, w=597, h=67
Sprite #268: x=1, y=1, w=0, h=0
Sprite #269: x=9, y=11, w=0, h=1
Sprite #270: x=126, y=332, w=3, h=6
Sprite #271: x=2, y=6, w=6, h=12
Sprite #272: x=0, y=0, w=562, h=242
Sprite #273: x=9, y=13, w=1, h=1
Sprite #274: x=10, y=14, w=0, h=0
Sprite #275: x=226, y=358, w=6, h=5
Sprite #276: x=1, y=9, w=8, h=14
Sprite #277: x=0, y=0, w=597, h=67
Sprite #278: x=1, y=1, w=0, h=0
Sprite #279: x=15, y=14, w=0, h=1
Sprite #280: x=597, y=67, w=1, h=1
Sprite #281: x=0, y=0, w=9, h=14
Sprite #282: x=0, y=1, w=597, h=67
Sprite #283: x=1, y=1, w=0, h=0
Sprite #284: x=9, y=14, w=0, h=1
Sprite #285: x=38, y=362, w=5, h=3
Sprite #286: x=1, y=1, w=6, h=12
Sprite #287: x=0, y=0, w=597, h=67
Sprite #288: x=1, y=1, w=0, h=0
Sprite #289: x=16, y=12, w=0, h=1
Sprite #290: x=551, y=253, w=9, h=12
Sprite #291: x=1, y=0, w=10, h=12
Sprite #292: x=0, y=0, w=525, h=321
Sprite #293: x=5, y=8, w=1, h=3
Sprite #294: x=6, y=12, w=0, h=0
Sprite #295: x=620, y=124, w=14, h=11
Sprite #296: x=1, y=1, w=15, h=12
Sprite #297: x=0, y=0, w=597, h=67
Sprite #298: x=1, y=1, w=0, h=0
Sprite #299: x=11, y=12, w=0, h=1
Sprite #300: x=571, y=253, w=9, h=12
Sprite #301: x=2, y=0, w=12, h=12
Sprite #302: x=0, y=0, w=597, h=67
Sprite #303: x=1, y=1, w=0, h=0
Sprite #304: x=9, y=12, w=0, h=1
Sprite #305: x=597, y=67, w=1, h=1
Sprite #306: x=0, y=0, w=9, h=12
Sprite #307: x=0, y=1, w=557, h=361
Sprite #308: x=3, y=5, w=1, h=1
Sprite #309: x=4, y=12, w=0, h=0
Sprite #310: x=43, y=362, w=3, h=5
Sprite #311: x=1, y=1, w=4, h=12
Sprite #312: x=0, y=0, w=232, h=358
Sprite #313: x=6, y=5, w=1, h=1
Sprite #314: x=7, y=12, w=0, h=0
Sprite #315: x=46, y=362, w=3, h=5
Sprite #316: x=1, y=1, w=4, h=13
Sprite #317: x=0, y=0, w=238, h=358
Sprite #318: x=5, y=6, w=2, h=4
Sprite #319: x=8, y=13, w=0, h=0
Sprite #320: x=545, y=358, w=9, h=3
Sprite #321: x=1, y=7, w=10, h=13
Sprite #322: x=0, y=0, w=583, h=67
Sprite #323: x=14, y=3, w=1, h=7
Sprite #324: x=15, y=13, w=0, h=0
Sprite #325: x=317, y=361, w=6, h=3
Sprite #326: x=1, y=2, w=7, h=13
Sprite #327: x=0, y=0, w=615, h=191
Sprite #328: x=11, y=7, w=1, h=2
Sprite #329: x=12, y=13, w=0, h=0
Sprite #330: x=278, y=310, w=8, h=12
Sprite #331: x=1, y=1, w=9, h=13
Sprite #332: x=0, y=0, w=252, h=351
Sprite #333: x=5, y=8, w=2, h=4
Sprite #334: x=8, y=13, w=0, h=0
Sprite #335: x=624, y=242, w=13, h=9
Sprite #336: x=1, y=4, w=14, h=13
Sprite #337: x=0, y=0, w=547, h=321
Sprite #338: x=8, y=10, w=1, h=3
Sprite #339: x=9, y=13, w=0, h=0
Sprite #340: x=209, y=321, w=7, h=12
Sprite #341: x=1, y=1, w=8, h=13
Sprite #342: x=0, y=0, w=629, h=168
Sprite #343: x=10, y=13, w=1, h=0
Sprite #344: x=11, y=13, w=0, h=0
Sprite #345: x=597, y=67, w=1, h=1
Sprite #346: x=0, y=0, w=4, h=12
Sprite #347: x=0, y=1, w=243, h=358
Sprite #348: x=3, y=10, w=1, h=2
Sprite #349: x=4, y=12, w=0, h=0
Sprite #350: x=286, y=310, w=8, h=12
Sprite #351: x=2, y=1, w=11, h=13
Sprite #352: x=0, y=0, w=456, h=320
Sprite #353: x=8, y=11, w=2, h=1
Sprite #354: x=11, y=13, w=0, h=0
Sprite #355: x=498, y=333, w=8, h=8
Sprite #356: x=1, y=2, w=9, h=13
Sprite #357: x=0, y=0, w=464, h=320
Sprite #358: x=8, y=11, w=1, h=1
Sprite #359: x=9, y=13, w=0, h=0
Sprite #360: x=366, y=353, w=3, h=13
Sprite #361: x=2, y=0, w=6, h=13
Sprite #362: x=0, y=0, w=632, h=146
Sprite #363: x=8, y=13, w=1, h=0
Sprite #364: x=9, y=13, w=0, h=0
Sprite #365: x=323, y=361, w=6, h=3
Sprite #366: x=2, y=1, w=9, h=13
Sprite #367: x=0, y=0, w=555, h=219
Sprite #368: x=11, y=11, w=1, h=1
Sprite #369: x=12, y=13, w=0, h=0
Sprite #370: x=606, y=287, w=6, h=6
Sprite #371: x=2, y=1, w=8, h=13
Sprite #372: x=0, y=0, w=117, h=342
Sprite #373: x=7, y=8, w=2, h=3
Sprite #374: x=10, y=13, w=0, h=0
Sprite #375: x=597, y=67, w=1, h=1
Sprite #376: x=0, y=0, w=9, h=13
Sprite #377: x=0, y=1, w=89, h=362
Sprite #378: x=5, y=3, w=1, h=6
Sprite #379: x=6, y=13, w=0, h=0
Sprite #380: x=542, y=229, w=11, h=11
Sprite #381: x=2, y=1, w=14, h=13
Sprite #382: x=0, y=0, w=554, h=358
Sprite #383: x=9, y=3, w=1, h=0
Sprite #384: x=10, y=13, w=0, h=0
Sprite #385: x=379, y=271, w=5, h=5
Sprite #386: x=1, y=1, w=6, h=13
Sprite #387: x=0, y=0, w=472, h=320
Sprite #388: x=8, y=11, w=1, h=1
Sprite #389: x=9, y=13, w=0, h=0
Sprite #390: x=267, y=358, w=5, h=6
Sprite #391: x=1, y=1, w=6, h=13
Sprite #392: x=0, y=0, w=272, h=358
Sprite #393: x=5, y=6, w=1, h=1
Sprite #394: x=6, y=13, w=0, h=0
Sprite #395: x=283, y=362, w=4, h=3
Sprite #396: x=1, y=1, w=5, h=13
Sprite #397: x=0, y=0, w=265, h=322
Sprite #398: x=8, y=10, w=1, h=3
Sprite #399: x=9, y=13, w=0, h=0
Sprite #400: x=294, y=310, w=8, h=12
Sprite #401: x=1, y=1, w=9, h=13
Sprite #402: x=0, y=0, w=287, h=362
Sprite #403: x=3, y=4, w=2, h=4
Sprite #404: x=6, y=13, w=0, h=0
Sprite #405: x=114, y=362, w=5, h=3
Sprite #406: x=2, y=10, w=8, h=13
Sprite #407: x=0, y=0, w=636, h=192
Sprite #408: x=4, y=6, w=1, h=1
Sprite #409: x=6, y=13, w=0, h=0
Sprite #410: x=571, y=289, w=6, h=6
Sprite #411: x=1, y=1, w=7, h=13
Sprite #412: x=0, y=0, w=145, h=342
Sprite #413: x=7, y=8, w=1, h=3
Sprite #414: x=8, y=13, w=0, h=0
Sprite #415: x=597, y=67, w=1, h=1
Sprite #416: x=0, y=0, w=12, h=13
Sprite #417: x=0, y=1, w=597, h=67
Sprite #418: x=1, y=1, w=0, h=0
Sprite #419: x=12, y=13, w=0, h=1
Sprite #420: x=597, y=67, w=1, h=1
Sprite #421: x=0, y=0, w=13, h=13
Sprite #422: x=0, y=1, w=273, h=322
Sprite #423: x=8, y=10, w=1, h=3
Sprite #424: x=9, y=13, w=0, h=0
Sprite #425: x=584, y=232, w=10, h=12
Sprite #426: x=1, y=0, w=11, h=12
Sprite #427: x=0, y=0, w=594, h=232
Sprite #428: x=10, y=12, w=1, h=0
Sprite #429: x=11, y=12, w=0, h=0
Sprite #430: x=312, y=235, w=10, h=12
Sprite #431: x=1, y=0, w=11, h=12
Sprite #432: x=0, y=0, w=322, h=235
Sprite #433: x=10, y=12, w=1, h=0
Sprite #434: x=11, y=12, w=0, h=0
Sprite #435: x=332, y=235, w=10, h=12
Sprite #436: x=1, y=0, w=11, h=12
Sprite #437: x=0, y=0, w=342, h=235
Sprite #438: x=10, y=12, w=1, h=0
Sprite #439: x=11, y=12, w=0, h=0
Sprite #440: x=615, y=168, w=14, h=10
Sprite #441: x=1, y=2, w=15, h=12
Sprite #442: x=0, y=0, w=594, h=253
Sprite #443: x=9, y=12, w=1, h=1
Sprite #444: x=10, y=13, w=0, h=0
Sprite #445: x=302, y=310, w=8, h=12
Sprite #446: x=1, y=0, w=9, h=12
Sprite #447: x=0, y=0, w=310, h=310
Sprite #448: x=8, y=12, w=1, h=0
Sprite #449: x=9, y=12, w=0, h=0
Sprite #450: x=318, y=310, w=8, h=12
Sprite #451: x=1, y=0, w=9, h=12
Sprite #452: x=0, y=0, w=326, h=310
Sprite #453: x=8, y=12, w=1, h=0
Sprite #454: x=9, y=12, w=0, h=0
Sprite #455: x=636, y=309, w=4, h=12
Sprite #456: x=1, y=0, w=5, h=12
Sprite #457: x=0, y=0, w=188, h=343
Sprite #458: x=4, y=12, w=1, h=0
Sprite #459: x=5, y=12, w=0, h=0
Sprite #460: x=57, y=341, w=5, h=12
Sprite #461: x=1, y=0, w=6, h=12
Sprite #462: x=0, y=0, w=634, h=124
Sprite #463: x=6, y=12, w=1, h=0
Sprite #464: x=7, y=12, w=0, h=0
Sprite #465: x=367, y=258, w=10, h=10
Sprite #466: x=1, y=2, w=11, h=12
Sprite #467: x=0, y=0, w=603, h=253
Sprite #468: x=9, y=12, w=1, h=0
Sprite #469: x=10, y=12, w=0, h=0
Sprite #470: x=352, y=235, w=10, h=12
Sprite #471: x=1, y=0, w=11, h=12
Sprite #472: x=0, y=0, w=362, h=235
Sprite #473: x=10, y=12, w=1, h=0
Sprite #474: x=11, y=12, w=0, h=0
Sprite #475: x=372, y=235, w=10, h=12
Sprite #476: x=1, y=0, w=11, h=12
Sprite #477: x=0, y=0, w=542, h=241
Sprite #478: x=10, y=12, w=1, h=0
Sprite #479: x=11, y=12, w=0, h=0
Sprite #480: x=552, y=241, w=10, h=12
Sprite #481: x=1, y=0, w=11, h=12
Sprite #482: x=0, y=0, w=152, h=342
Sprite #483: x=7, y=8, w=1, h=3
Sprite #484: x=8, y=12, w=0, h=0
Sprite #485: x=553, y=230, w=11, h=11
Sprite #486: x=1, y=1, w=12, h=12
Sprite #487: x=0, y=0, w=612, h=253
Sprite #488: x=9, y=12, w=1, h=0
Sprite #489: x=10, y=12, w=0, h=0
Sprite #490: x=560, y=255, w=9, h=12
Sprite #491: x=1, y=0, w=10, h=12
Sprite #492: x=0, y=0, w=580, h=255
Sprite #493: x=9, y=12, w=1, h=0
Sprite #494: x=10, y=12, w=0, h=0
Sprite #495: x=312, y=258, w=9, h=12
Sprite #496: x=1, y=0, w=10, h=12
Sprite #497: x=0, y=0, w=604, h=241
Sprite #498: x=10, y=12, w=1, h=0
Sprite #499: x=11, y=12, w=0, h=0
Sprite #500: x=281, y=322, w=8, h=10
Sprite #501: x=1, y=2, w=9, h=12
Sprite #502: x=0, y=0, w=289, h=322
Sprite #503: x=8, y=10, w=1, h=2
Sprite #504: x=9, y=12, w=0, h=0
Sprite #505: x=334, y=310, w=8, h=12
Sprite #506: x=1, y=0, w=9, h=12
Sprite #507: x=0, y=0, w=342, h=310
Sprite #508: x=8, y=12, w=1, h=0
Sprite #509: x=9, y=12, w=0, h=0
Sprite #510: x=216, y=321, w=7, h=12
Sprite #511: x=1, y=0, w=8, h=12
Sprite #512: x=0, y=0, w=430, h=330
Sprite #513: x=7, y=11, w=1, h=1
Sprite #514: x=8, y=12, w=0, h=0
Sprite #515: x=508, y=330, w=7, h=11
Sprite #516: x=1, y=1, w=8, h=12
Sprite #517: x=0, y=0, w=223, h=321
Sprite #518: x=7, y=12, w=1, h=0
Sprite #519: x=8, y=12, w=0, h=0
Sprite #520: x=321, y=258, w=12, h=9
Sprite #521: x=1, y=3, w=13, h=12
Sprite #522: x=0, y=0, w=555, h=330
Sprite #523: x=7, y=11, w=1, h=3
Sprite #524: x=8, y=14, w=0, h=0
Sprite #525: x=350, y=310, w=8, h=12
Sprite #526: x=1, y=0, w=9, h=12
Sprite #527: x=0, y=0, w=358, h=310
Sprite #528: x=8, y=12, w=1, h=0
Sprite #529: x=9, y=12, w=0, h=0
Sprite #530: x=366, y=310, w=8, h=12
Sprite #531: x=1, y=0, w=9, h=12
Sprite #532: x=0, y=0, w=532, h=320
Sprite #533: x=8, y=11, w=1, h=1
Sprite #534: x=9, y=12, w=0, h=0
Sprite #535: x=410, y=347, w=4, h=12
Sprite #536: x=1, y=0, w=5, h=12
Sprite #537: x=0, y=0, w=518, h=348
Sprite #538: x=4, y=12, w=1, h=0
Sprite #539: x=5, y=12, w=0, h=0
Sprite #540: x=62, y=341, w=5, h=12
Sprite #541: x=1, y=0, w=6, h=12
Sprite #542: x=0, y=0, w=472, h=331
Sprite #543: x=6, y=11, w=1, h=1
Sprite #544: x=7, y=12, w=0, h=0
Sprite #545: x=582, y=320, w=8, h=11
Sprite #546: x=1, y=1, w=9, h=12
Sprite #547: x=0, y=0, w=562, h=330
Sprite #548: x=7, y=11, w=1, h=1
Sprite #549: x=8, y=12, w=0, h=0
Sprite #550: x=374, y=310, w=8, h=12
Sprite #551: x=1, y=0, w=9, h=12
Sprite #552: x=0, y=0, w=382, h=310
Sprite #553: x=8, y=12, w=1, h=0
Sprite #554: x=9, y=12, w=0, h=0
Sprite #555: x=390, y=310, w=8, h=12
Sprite #556: x=1, y=0, w=9, h=12
Sprite #557: x=0, y=0, w=0, h=321
Sprite #558: x=8, y=11, w=1, h=1
Sprite #559: x=9, y=12, w=0, h=0
Sprite #560: x=8, y=321, w=8, h=11
Sprite #561: x=1, y=1, w=9, h=12
Sprite #562: x=0, y=0, w=632, h=159
Sprite #563: x=8, y=7, w=1, h=3
Sprite #564: x=9, y=12, w=0, h=0
Sprite #565: x=58, y=332, w=8, h=9
Sprite #566: x=1, y=3, w=9, h=12
Sprite #567: x=0, y=0, w=230, h=321
Sprite #568: x=7, y=12, w=1, h=0
Sprite #569: x=8, y=12, w=0, h=0
Sprite #570: x=237, y=321, w=7, h=12
Sprite #571: x=1, y=0, w=8, h=12
Sprite #572: x=0, y=0, w=244, h=321
Sprite #573: x=7, y=12, w=1, h=0
Sprite #574: x=8, y=12, w=0, h=0
Sprite #575: x=569, y=330, w=7, h=11
Sprite #576: x=1, y=1, w=8, h=12
Sprite #577: x=0, y=0, w=351, h=258
Sprite #578: x=8, y=13, w=1, h=0
Sprite #579: x=9, y=13, w=0, h=0
Sprite #580: x=398, y=310, w=8, h=12
Sprite #581: x=1, y=1, w=9, h=13
Sprite #582: x=0, y=0, w=359, h=258
Sprite #583: x=8, y=13, w=1, h=1
Sprite #584: x=9, y=14, w=0, h=0
Sprite #585: x=597, y=67, w=1, h=1
Sprite #586: x=0, y=0, w=7, h=11
Sprite #587: x=0, y=1, w=306, h=350
Sprite #588: x=4, y=11, w=0, h=0
Sprite #589: x=4, y=11, w=0, h=0
Sprite #590: x=378, y=358, w=7, h=4
Sprite #591: x=0, y=0, w=7, h=11
Sprite #592: x=0, y=0, w=322, h=247
Sprite #593: x=10, y=11, w=0, h=0
Sprite #594: x=10, y=11, w=0, h=0
Sprite #595: x=499, y=278, w=9, h=11
Sprite #596: x=0, y=0, w=9, h=11
Sprite #597: x=0, y=0, w=321, h=267
Sprite #598: x=10, y=9, w=0, h=1
Sprite #599: x=10, y=11, w=0, h=0
Sprite #600: x=332, y=247, w=10, h=11
Sprite #601: x=0, y=0, w=10, h=11
Sprite #602: x=0, y=0, w=583, h=331
Sprite #603: x=5, y=5, w=0, h=0
Sprite #604: x=5, y=11, w=0, h=0
