GFX File: Graphics\TitleSprites.gfx
Sub-sprite Count: 296

Sprite #000: x=0, y=0, w=640, h=480
Sprite #130: x=352, y=1245, w=17, h=17
Sprite #131: x=8, y=1, w=49, h=24
Sprite #132: x=0, y=0, w=369, h=1245
Sprite #133: x=17, y=17, w=8, h=1
Sprite #134: x=49, y=24, w=0, h=0
Sprite #135: x=386, y=1245, w=17, h=17
Sprite #136: x=8, y=1, w=49, h=24
Sprite #137: x=0, y=0, w=403, h=1245
Sprite #138: x=17, y=17, w=3, h=0
Sprite #139: x=49, y=24, w=0, h=0
Sprite #140: x=602, y=1249, w=17, h=17
Sprite #141: x=3, y=0, w=49, h=24
Sprite #142: x=0, y=0, w=593, h=1266
Sprite #143: x=17, y=17, w=3, h=0
Sprite #144: x=49, y=24, w=0, h=0
Sprite #145: x=593, y=1283, w=17, h=17
Sprite #146: x=3, y=0, w=49, h=24
Sprite #147: x=0, y=0, w=601, h=866
Sprite #148: x=19, y=18, w=0, h=0
Sprite #149: x=20, y=18, w=0, h=0
Sprite #150: x=601, y=884, w=20, h=17
Sprite #151: x=0, y=1, w=20, h=18
Sprite #152: x=0, y=0, w=487, h=1286
Sprite #153: x=18, y=15, w=0, h=0
Sprite #154: x=18, y=15, w=0, h=0
Sprite #155: x=538, y=1286, w=15, h=15
Sprite #156: x=1, y=0, w=18, h=15
Sprite #157: x=0, y=0, w=610, h=994
Sprite #158: x=11, y=15, w=3, h=0
Sprite #159: x=18, y=15, w=0, h=0
Sprite #160: x=538, y=1286, w=15, h=15
Sprite #161: x=1, y=0, w=18, h=15
Sprite #162: x=0, y=1, w=505, h=1286
Sprite #163: x=18, y=15, w=0, h=0
Sprite #164: x=18, y=15, w=0, h=0
Sprite #165: x=553, y=1286, w=15, h=15
Sprite #166: x=1, y=0, w=18, h=15
Sprite #167: x=0, y=0, w=610, h=1009
Sprite #168: x=11, y=15, w=3, h=0
Sprite #169: x=18, y=15, w=0, h=0
Sprite #170: x=553, y=1286, w=15, h=15
Sprite #171: x=1, y=0, w=18, h=15
Sprite #172: x=0, y=1, w=624, h=1140
Sprite #173: x=16, y=272, w=0, h=0
Sprite #174: x=16, y=272, w=0, h=0
Sprite #175: x=624, y=866, w=16, h=274
Sprite #176: x=0, y=0, w=16, h=274
Sprite #177: x=0, y=0, w=0, h=1210
Sprite #178: x=352, y=274, w=144, h=0
Sprite #179: x=640, y=274, w=0, h=0
Sprite #180: x=621, y=882, w=1, h=1
Sprite #181: x=0, y=0, w=7, h=16
Sprite #182: x=0, y=0, w=617, h=1354
Sprite #183: x=5, y=12, w=1, h=3
Sprite #184: x=7, y=16, w=0, h=0
Sprite #185: x=562, y=1232, w=6, h=5
Sprite #186: x=1, y=3, w=8, h=16
Sprite #187: x=0, y=0, w=382, h=1331
Sprite #188: x=9, y=12, w=1, h=3
Sprite #189: x=11, y=16, w=0, h=0
Sprite #190: x=613, y=1085, w=9, h=15
Sprite #191: x=1, y=2, w=11, h=17
Sprite #192: x=0, y=0, w=422, h=1309
Sprite #193: x=12, y=12, w=1, h=3
Sprite #194: x=14, y=16, w=0, h=0
Sprite #195: x=605, y=1326, w=10, h=12
Sprite #196: x=1, y=3, w=12, h=16
Sprite #197: x=0, y=0, w=586, h=1232
Sprite #198: x=3, y=5, w=1, h=3
Sprite #199: x=5, y=16, w=0, h=0
Sprite #200: x=447, y=1345, w=6, h=15
Sprite #201: x=1, y=3, w=8, h=19
Sprite #202: x=0, y=0, w=491, h=1351
Sprite #203: x=6, y=15, w=1, h=3
Sprite #204: x=8, y=19, w=0, h=0
Sprite #205: x=605, y=1071, w=6, h=6
Sprite #206: x=1, y=3, w=8, h=16
Sprite #207: x=0, y=0, w=352, h=1363
Sprite #208: x=8, y=8, w=1, h=5
Sprite #209: x=10, y=16, w=0, h=0
Sprite #210: x=607, y=1109, w=4, h=6
Sprite #211: x=1, y=12, w=6, h=19
Sprite #212: x=0, y=0, w=571, h=1112
Sprite #213: x=5, y=3, w=1, h=9
Sprite #214: x=7, y=16, w=0, h=0
Sprite #215: x=589, y=1232, w=3, h=3
Sprite #216: x=1, y=12, w=5, h=16
Sprite #217: x=0, y=0, w=526, h=1352
Sprite #218: x=7, y=12, w=1, h=3
Sprite #219: x=9, y=16, w=0, h=0
Sprite #220: x=511, y=1332, w=9, h=12
Sprite #221: x=1, y=3, w=11, h=16
Sprite #222: x=0, y=0, w=533, h=1353
Sprite #223: x=7, y=12, w=1, h=3
Sprite #224: x=9, y=16, w=0, h=0
Sprite #225: x=411, y=1333, w=9, h=12
Sprite #226: x=1, y=3, w=11, h=16
Sprite #227: x=0, y=0, w=420, h=1333
Sprite #228: x=9, y=12, w=1, h=3
Sprite #229: x=11, y=16, w=0, h=0
Sprite #230: x=429, y=1333, w=9, h=12
Sprite #231: x=1, y=3, w=11, h=16
Sprite #232: x=0, y=0, w=438, h=1333
Sprite #233: x=9, y=12, w=1, h=3
Sprite #234: x=11, y=16, w=0, h=0
Sprite #235: x=584, y=1347, w=8, h=12
Sprite #236: x=1, y=3, w=10, h=16
Sprite #237: x=0, y=0, w=447, h=1333
Sprite #238: x=9, y=12, w=1, h=3
Sprite #239: x=11, y=16, w=0, h=0
Sprite #240: x=546, y=1349, w=8, h=12
Sprite #241: x=1, y=3, w=10, h=16
Sprite #242: x=0, y=0, w=554, h=1350
Sprite #243: x=8, y=12, w=1, h=3
Sprite #244: x=10, y=16, w=0, h=0
Sprite #245: x=586, y=1286, w=5, h=9
Sprite #246: x=1, y=6, w=7, h=16
Sprite #247: x=0, y=0, w=368, h=1363
Sprite #248: x=5, y=12, w=1, h=6
Sprite #249: x=7, y=19, w=0, h=0
Sprite #250: x=436, y=1356, w=8, h=10
Sprite #251: x=1, y=4, w=10, h=16
Sprite #252: x=0, y=0, w=597, h=1071
Sprite #253: x=8, y=6, w=1, h=6
Sprite #254: x=10, y=16, w=0, h=0
Sprite #255: x=506, y=1356, w=8, h=10
Sprite #256: x=1, y=4, w=10, h=16
Sprite #257: x=0, y=0, w=592, h=1350
Sprite #258: x=8, y=12, w=1, h=3
Sprite #259: x=10, y=16, w=0, h=0
Sprite #260: x=523, y=1286, w=15, h=16
Sprite #261: x=1, y=3, w=17, h=20
Sprite #262: x=0, y=0, w=352, h=1315
Sprite #263: x=11, y=12, w=0, h=3
Sprite #264: x=12, y=16, w=0, h=0
Sprite #265: x=363, y=1315, w=11, h=12
Sprite #266: x=1, y=3, w=13, h=16
Sprite #267: x=0, y=0, w=374, h=1315
Sprite #268: x=11, y=12, w=1, h=3
Sprite #269: x=13, y=16, w=0, h=0
Sprite #270: x=407, y=1315, w=11, h=12
Sprite #271: x=1, y=3, w=13, h=16
Sprite #272: x=0, y=0, w=531, h=1315
Sprite #273: x=11, y=12, w=1, h=3
Sprite #274: x=13, y=16, w=0, h=0
Sprite #275: x=583, y=1315, w=11, h=12
Sprite #276: x=1, y=3, w=13, h=16
Sprite #277: x=0, y=0, w=470, h=1316
Sprite #278: x=11, y=12, w=1, h=3
Sprite #279: x=13, y=16, w=0, h=0
Sprite #280: x=434, y=1309, w=12, h=12
Sprite #281: x=1, y=3, w=14, h=16
Sprite #282: x=0, y=0, w=424, h=1363
Sprite #283: x=5, y=12, w=1, h=3
Sprite #284: x=7, y=16, w=0, h=0
Sprite #285: x=352, y=1327, w=10, h=12
Sprite #286: x=1, y=3, w=12, h=16
Sprite #287: x=0, y=0, w=446, h=1309
Sprite #288: x=12, y=12, w=1, h=3
Sprite #289: x=14, y=16, w=0, h=0
Sprite #290: x=592, y=1335, w=9, h=12
Sprite #291: x=1, y=3, w=11, h=16
Sprite #292: x=0, y=0, w=466, h=1216
Sprite #293: x=14, y=12, w=1, h=3
Sprite #294: x=16, y=16, w=0, h=0
Sprite #295: x=458, y=1309, w=12, h=12
